directory,functions,tested,tag
sound/drivers/opl3,73,0,v5.7
sound/drivers/opl4,50,0,v5.7
sound/drivers/pcsp,42,0,v5.7
sound/drivers/vx,110,0,v5.7
sound/firewire/bebob,113,0,v5.7
sound/firewire/dice,94,0,v5.7
sound/firewire/digi00x,83,0,v5.7
sound/firewire/fireface,104,0,v5.7
sound/firewire/fireworks,87,0,v5.7
sound/firewire/motu,97,0,v5.7
sound/firewire/oxfw,104,0,v5.7
sound/firewire/tascam,83,0,v5.7
sound/hda/ext,46,0,v5.7
sound/i2c/other,129,0,v5.7
sound/isa/ad1816a,55,0,v5.7
sound/isa/ad1848,5,0,v5.7
sound/isa/cs423x,60,0,v5.7
sound/isa/es1688,49,0,v5.7
sound/isa/galaxy,15,0,v5.7
sound/isa/gus,190,0,v5.7
sound/isa/msnd,78,0,v5.7
sound/isa/opti9xx,48,0,v5.7
sound/isa/sb,237,0,v5.7
sound/isa/wavefront,80,0,v5.7
sound/isa/wss,63,0,v5.7
sound/oss/dmasound,126,0,v5.7
sound/pci/ac97,287,0,v5.7
sound/pci/ali5451,70,0,v5.7
sound/pci/asihpi,446,0,v5.7
sound/pci/au88x0,235,0,v5.7
sound/pci/aw2,34,0,v5.7
sound/pci/ca0106,113,0,v5.7
sound/pci/cs46xx,189,0,v5.7
sound/pci/cs5535audio,53,0,v5.7
sound/pci/ctxfi,511,0,v5.7
sound/pci/echoaudio,228,0,v5.7
sound/pci/emu10k1,389,0,v5.7
sound/pci/hda,1551,0,v5.7
sound/pci/ice1712,710,0,v5.7
sound/pci/korg1212,62,0,v5.7
sound/pci/lola,95,0,v5.7
sound/pci/lx6464es,80,0,v5.7
sound/pci/mixart,68,0,v5.7
sound/pci/nm256,56,0,v5.7
sound/pci/oxygen,368,0,v5.7
sound/pci/pcxhr,126,0,v5.7
sound/pci/riptide,45,0,v5.7
sound/pci/rme9652,476,0,v5.7
sound/pci/trident,117,0,v5.7
sound/pci/vx222,38,0,v5.7
sound/pci/ymfpci,103,0,v5.7
sound/pcmcia/pdaudiocf,44,0,v5.7
sound/pcmcia/vx,36,0,v5.7
sound/soc/adi,15,0,v5.7
sound/soc/amd,80,0,v5.7
sound/soc/atmel,114,0,v5.7
sound/soc/au1x,79,0,v5.7
sound/soc/bcm,86,0,v5.7
sound/soc/cirrus,35,0,v5.7
sound/soc/codecs,4814,0,v5.7
sound/soc/dwc,35,0,v5.7
sound/soc/fsl,344,2,v5.7
sound/soc/generic,53,0,v5.7
sound/soc/hisilicon,11,0,v5.7
sound/soc/img,108,0,v5.7
sound/soc/intel,1194,0,v5.7
sound/soc/jz4740,14,0,v5.7
sound/soc/kirkwood,26,0,v5.7
sound/soc/mediatek,257,0,v5.7
sound/soc/meson,217,0,v5.7
sound/soc/mxs,19,0,v5.7
sound/soc/pxa,174,1,v5.7
sound/soc/qcom,185,0,v5.7
sound/soc/rockchip,69,0,v5.7
sound/soc/samsung,241,0,v5.7
sound/soc/sh,395,1,v5.7
sound/soc/sirf,20,0,v5.7
sound/soc/sof,422,0,v5.7
sound/soc/spear,22,0,v5.7
sound/soc/sprd,58,0,v5.7
sound/soc/sti,45,0,v5.7
sound/soc/stm,107,0,v5.7
sound/soc/sunxi,92,0,v5.7
sound/soc/tegra,136,0,v5.7
sound/soc/ti,254,0,v5.7
sound/soc/txx9,28,1,v5.7
sound/soc/uniphier,106,0,v5.7
sound/soc/ux500,54,0,v5.7
sound/soc/xilinx,25,0,v5.7
sound/soc/xtensa,19,0,v5.7
sound/soc/zte,34,0,v5.7
sound/synth/emux,143,0,v5.7
sound/usb/6fire,82,0,v5.7
sound/usb/bcd2000,16,0,v5.7
sound/usb/caiaq,63,0,v5.7
sound/usb/hiface,20,0,v5.7
sound/usb/line6,141,0,v5.7
sound/usb/misc,45,0,v5.7
sound/usb/usx2y,124,0,v5.7
tools/arch/x86,20,2,v5.7
tools/bpf/bpftool,345,1,v5.7
tools/bpf/runqslower,10,0,v5.7
tools/build/feature,62,0,v5.7
tools/build/tests,8,6,v5.7
tools/laptop/dslm,7,0,v5.7
tools/laptop/freefall,9,0,v5.7
tools/lib/api,48,5,v5.7
tools/lib/bpf,512,121,v5.7
tools/lib/lockdep,37,6,v5.7
tools/lib/perf,132,37,v5.7
tools/lib/subcmd,71,2,v5.7
tools/lib/symbol,4,0,v5.7
tools/lib/traceevent,404,7,v5.7
tools/objtool/arch,4,0,v5.7
tools/perf/arch,253,28,v5.7
tools/perf/bench,111,5,v5.7
tools/perf/examples,14,0,v5.7
tools/perf/jvmti,23,0,v5.7
tools/perf/pmu-events,48,0,v5.7
tools/perf/scripts,5,0,v5.7
tools/perf/tests,341,161,v5.7
tools/perf/trace,81,0,v5.7
tools/perf/ui,361,0,v5.7
tools/perf/util,3655,172,v5.7
tools/power/acpi,104,2,v5.7
tools/power/cpupower,235,2,v5.7
tools/power/x86,325,6,v5.7
tools/testing/nvdimm,107,69,v5.7
tools/testing/radix-tree,109,38,v5.7
tools/testing/scatterlist,2,0,v5.7
tools/testing/selftests,3715,1283,v5.7
tools/testing/vsock,54,19,v5.7
tools/thermal/tmon,50,1,v5.7
tools/usb/ffs-aio-example,14,0,v5.7
tools/usb/usbip,123,1,v5.7
tools/virtio/ringtest,76,12,v5.7
tools/virtio/virtio-trace,21,1,v5.7
virt/kvm/arm,726,0,v5.7
arch/alpha/boot/tools,3,0,v5.7
arch/arm/boot/compressed,27,10,v5.7
arch/arm/mach-imx/devices,29,0,v5.7
arch/arm/probes/kprobes,153,28,v5.7
arch/arm/probes/uprobes,25,0,v5.7
arch/arm64/kernel/probes,63,0,v5.7
arch/arm64/kernel/vdso,16,0,v5.7
arch/arm64/kernel/vdso32,7,0,v5.7
arch/arm64/kvm/hyp,71,0,v5.7
arch/csky/kernel/probes,70,0,v5.7
arch/h8300/boot/compressed,4,3,v5.7
arch/ia64/hp/common,52,1,v5.7
arch/ia64/uv/kernel,3,0,v5.7
arch/m68k/sun3/prom,13,0,v5.7
arch/m68k/tools/amiga,1,0,v5.7
arch/microblaze/kernel/cpu,35,0,v5.7
arch/mips/alchemy/common,171,0,v5.7
arch/mips/alchemy/devboards,97,0,v5.7
arch/mips/bcm63xx/boards,5,0,v5.7
arch/mips/boot/compressed,15,4,v5.7
arch/mips/boot/tools,27,2,v5.7
arch/mips/cavium-octeon/crypto,47,0,v5.7
arch/mips/cavium-octeon/executive,150,0,v5.7
arch/mips/dec/prom,16,0,v5.7
arch/mips/emma/common,3,0,v5.7
arch/mips/emma/markeins,26,0,v5.7
arch/mips/fw/arc,24,0,v5.7
arch/mips/fw/cfe,22,0,v5.7
arch/mips/fw/lib,4,0,v5.7
arch/mips/fw/sni,7,0,v5.7
arch/mips/lantiq/falcon,18,0,v5.7
arch/mips/lantiq/xway,55,0,v5.7
arch/mips/loongson2ef/common,68,0,v5.7
arch/mips/loongson2ef/fuloong-2e,7,0,v5.7
arch/mips/loongson2ef/lemote-2f,35,0,v5.7
arch/mips/loongson32/common,31,0,v5.7
arch/mips/loongson32/ls1b,1,0,v5.7
arch/mips/loongson32/ls1c,1,0,v5.7
arch/mips/netlogic/common,33,0,v5.7
arch/mips/netlogic/xlp,60,0,v5.7
arch/mips/netlogic/xlr,28,0,v5.7
arch/mips/pic32/common,5,0,v5.7
arch/mips/pic32/pic32mzda,35,0,v5.7
arch/mips/pnx833x/common,23,0,v5.7
arch/mips/pnx833x/stb22x,4,0,v5.7
arch/mips/sibyte/bcm1480,23,0,v5.7
arch/mips/sibyte/common,29,0,v5.7
arch/mips/sibyte/sb1250,25,0,v5.7
arch/mips/sibyte/swarm,19,0,v5.7
arch/mips/txx9/generic,147,0,v5.7
arch/mips/txx9/jmr3927,16,0,v5.7
arch/mips/txx9/rbtx4927,22,0,v5.7
arch/mips/txx9/rbtx4938,20,0,v5.7
arch/mips/txx9/rbtx4939,27,0,v5.7
arch/mips/vr41xx/casio-e55,1,0,v5.7
arch/mips/vr41xx/common,62,0,v5.7
arch/mips/vr41xx/ibm-workpad,1,0,v5.7
arch/nds32/kernel/vdso,22,0,v5.7
arch/nios2/boot/compressed,12,4,v5.7
arch/parisc/boot/compressed,16,11,v5.7
arch/powerpc/kernel/ptrace,102,2,v5.7
arch/powerpc/kernel/syscalls,4,0,v5.7
arch/powerpc/kernel/trace,15,0,v5.7
arch/powerpc/mm/book3s32,32,0,v5.7
arch/powerpc/mm/book3s64,347,0,v5.7
arch/powerpc/mm/kasan,11,0,v5.7
arch/powerpc/mm/nohash,98,0,v5.7
arch/powerpc/mm/ptdump,43,0,v5.7
arch/powerpc/oprofile/cell,28,0,v5.7
arch/powerpc/platforms/40x,10,0,v5.7
arch/powerpc/platforms/44x,63,0,v5.7
arch/powerpc/platforms/4xx,97,0,v5.7
arch/powerpc/platforms/512x,80,0,v5.7
arch/powerpc/platforms/52xx,107,0,v5.7
arch/powerpc/platforms/82xx,35,0,v5.7
arch/powerpc/platforms/83xx,68,0,v5.7
arch/powerpc/platforms/85xx,185,0,v5.7
arch/powerpc/platforms/86xx,56,0,v5.7
arch/powerpc/platforms/8xx,71,0,v5.7
arch/powerpc/platforms/amigaone,7,0,v5.7
arch/powerpc/platforms/cell,691,0,v5.7
arch/powerpc/platforms/chrp,38,0,v5.7
arch/powerpc/platforms/embedded6xx,102,0,v5.7
arch/powerpc/platforms/maple,43,0,v5.7
arch/powerpc/platforms/pasemi,86,0,v5.7
arch/powerpc/platforms/powermac,369,0,v5.7
arch/powerpc/platforms/powernv,650,0,v5.7
arch/powerpc/platforms/ps3,293,0,v5.7
arch/powerpc/platforms/pseries,548,1,v5.7
arch/powerpc/sysdev/ge,8,0,v5.7
arch/powerpc/sysdev/xics,82,0,v5.7
arch/powerpc/sysdev/xive,132,0,v5.7
arch/riscv/kernel/vdso,3,0,v5.7
arch/s390/boot/compressed,2,0,v5.7
arch/sh/boards/mach-ap325rxa,6,0,v5.7
arch/sh/boards/mach-cayman,11,0,v5.7
arch/sh/boards/mach-dreamcast,9,0,v5.7
arch/sh/boards/mach-ecovec24,12,0,v5.7
arch/sh/boards/mach-highlander,13,0,v5.7
arch/sh/boards/mach-hp6xx,12,0,v5.7
arch/sh/boards/mach-kfr2r09,15,0,v5.7
arch/sh/boards/mach-landisk,11,0,v5.7
arch/sh/boards/mach-lboxre2,2,0,v5.7
arch/sh/boards/mach-microdev,8,0,v5.7
arch/sh/boards/mach-migor,12,0,v5.7
arch/sh/boards/mach-r2d,6,0,v5.7
arch/sh/boards/mach-rsk,4,0,v5.7
arch/sh/boards/mach-sdk7780,3,0,v5.7
arch/sh/boards/mach-sdk7786,18,0,v5.7
arch/sh/boards/mach-se,44,0,v5.7
arch/sh/boards/mach-sh03,6,0,v5.7
arch/sh/boards/mach-sh7763rdp,3,0,v5.7
arch/sh/boards/mach-x3proto,16,0,v5.7
arch/sh/boot/compressed,8,4,v5.7
arch/sh/boot/romimage,1,0,v5.7
arch/sh/cchips/hd6446x,5,0,v5.7
arch/sh/drivers/dma,67,0,v5.7
arch/sh/drivers/pci,67,1,v5.7
arch/sh/drivers/superhyway,3,0,v5.7
arch/sh/kernel/cpu,405,0,v5.7
arch/sh/kernel/vsyscall,4,0,v5.7
arch/um/kernel/skas,23,0,v5.7
arch/um/os-Linux/drivers,27,0,v5.7
arch/um/os-Linux/skas,26,2,v5.7
arch/unicore32/boot/compressed,3,2,v5.7
arch/x86/boot/compressed,59,5,v5.7
arch/x86/boot/tools,14,1,v5.7
arch/x86/entry/vdso,31,2,v5.7
arch/x86/entry/vsyscall,11,0,v5.7
arch/x86/events/amd,117,0,v5.7
arch/x86/events/intel,557,1,v5.7
arch/x86/kernel/acpi,78,0,v5.7
arch/x86/kernel/apic,517,0,v5.7
arch/x86/kernel/cpu,1056,3,v5.7
arch/x86/kernel/fpu,98,0,v5.7
arch/x86/kernel/kprobes,54,0,v5.7
arch/x86/kvm/mmu,317,0,v5.7
arch/x86/kvm/svm,280,0,v5.7
arch/x86/kvm/vmx,453,0,v5.7
arch/x86/mm/pat,163,9,v5.7
arch/x86/platform/atom,5,0,v5.7
arch/x86/platform/ce4100,9,0,v5.7
arch/x86/platform/efi,83,0,v5.7
arch/x86/platform/geode,9,0,v5.7
arch/x86/platform/goldfish,2,0,v5.7
arch/x86/platform/intel,25,0,v5.7
arch/x86/platform/intel-mid,86,0,v5.7
arch/x86/platform/intel-quark,16,3,v5.7
arch/x86/platform/iris,5,0,v5.7
arch/x86/platform/olpc,82,0,v5.7
arch/x86/platform/pvh,6,0,v5.7
arch/x86/platform/scx200,5,0,v5.7
arch/x86/platform/sfi,4,0,v5.7
arch/x86/platform/ts5500,9,0,v5.7
arch/x86/platform/uv,148,0,v5.7
arch/x86/realmode/rm,4,1,v5.7
arch/x86/um/os-Linux,18,0,v5.7
arch/x86/um/vdso,6,0,v5.7
arch/xtensa/boot/lib,3,2,v5.7
arch/xtensa/platforms/iss,58,0,v5.7
arch/xtensa/platforms/xt2000,8,0,v5.7
arch/xtensa/platforms/xtfpga,13,0,v5.7
drivers/bus/mhi/core,106,0,v5.7
drivers/char/tpm/eventlog,19,0,v5.7
drivers/char/tpm/st33zp24,37,0,v5.7
drivers/crypto/allwinner/sun4i-ss,40,0,v5.7
drivers/crypto/allwinner/sun8i-ce,26,0,v5.7
drivers/crypto/allwinner/sun8i-ss,26,0,v5.7
drivers/crypto/cavium/cpt,118,0,v5.7
drivers/crypto/cavium/nitrox,166,0,v5.7
drivers/crypto/cavium/zip,46,0,v5.7
drivers/crypto/chelsio/chtls,178,0,v5.7
drivers/crypto/hisilicon/hpre,81,0,v5.7
drivers/crypto/hisilicon/sec,90,0,v5.7
drivers/crypto/hisilicon/sec2,110,0,v5.7
drivers/crypto/hisilicon/zip,61,0,v5.7
drivers/crypto/marvell/cesa,130,0,v5.7
drivers/crypto/marvell/octeontx,208,0,v5.7
drivers/crypto/qat/qat_c3xxx,22,0,v5.7
drivers/crypto/qat/qat_c3xxxvf,19,0,v5.7
drivers/crypto/qat/qat_c62x,22,0,v5.7
drivers/crypto/qat/qat_c62xvf,19,0,v5.7
drivers/crypto/qat/qat_common,364,0,v5.7
drivers/crypto/qat/qat_dh895xcc,22,0,v5.7
drivers/crypto/qat/qat_dh895xccvf,19,0,v5.7
drivers/crypto/ux500/cryp,55,0,v5.7
drivers/crypto/ux500/hash,53,0,v5.7
drivers/firmware/efi/libstub,81,2,v5.7
drivers/firmware/efi/test,21,11,v5.7
drivers/gpu/drm/amd,11049,13,v5.7
drivers/gpu/drm/arc,20,0,v5.7
drivers/gpu/drm/arm,405,0,v5.7
drivers/gpu/drm/armada,96,0,v5.7
drivers/gpu/drm/aspeed,19,0,v5.7
drivers/gpu/drm/ast,137,0,v5.7
drivers/gpu/drm/atmel-hlcdc,64,0,v5.7
drivers/gpu/drm/bochs,30,0,v5.7
drivers/gpu/drm/bridge,858,0,v5.7
drivers/gpu/drm/cirrus,28,0,v5.7
drivers/gpu/drm/etnaviv,223,1,v5.7
drivers/gpu/drm/exynos,572,0,v5.7
drivers/gpu/drm/fsl-dcu,36,0,v5.7
drivers/gpu/drm/gma500,642,0,v5.7
drivers/gpu/drm/hisilicon,117,0,v5.7
drivers/gpu/drm/i2c,127,0,v5.7
drivers/gpu/drm/i810,46,0,v5.7
drivers/gpu/drm/i915,7292,273,v5.7
drivers/gpu/drm/imx,133,0,v5.7
drivers/gpu/drm/ingenic,21,0,v5.7
drivers/gpu/drm/lib,3,0,v5.7
drivers/gpu/drm/lima,139,0,v5.7
drivers/gpu/drm/mcde,51,0,v5.7
drivers/gpu/drm/mediatek,406,0,v5.7
drivers/gpu/drm/meson,156,0,v5.7
drivers/gpu/drm/mga,71,0,v5.7
drivers/gpu/drm/mgag200,60,0,v5.7
drivers/gpu/drm/msm,1781,1,v5.7
drivers/gpu/drm/mxsfb,33,0,v5.7
drivers/gpu/drm/nouveau,4341,1,v5.7
drivers/gpu/drm/omapdrm,924,1,v5.7
drivers/gpu/drm/panel,607,0,v5.7
drivers/gpu/drm/panfrost,127,0,v5.7
drivers/gpu/drm/pl111,32,0,v5.7
drivers/gpu/drm/qxl,191,0,v5.7
drivers/gpu/drm/r128,84,0,v5.7
drivers/gpu/drm/radeon,3340,28,v5.7
drivers/gpu/drm/rcar-du,163,0,v5.7
drivers/gpu/drm/rockchip,336,0,v5.7
drivers/gpu/drm/savage,43,0,v5.7
drivers/gpu/drm/scheduler,54,0,v5.7
drivers/gpu/drm/selftests,158,2,v5.7
drivers/gpu/drm/shmobile,54,0,v5.7
drivers/gpu/drm/sis,16,0,v5.7
drivers/gpu/drm/sti,263,0,v5.7
drivers/gpu/drm/stm,66,0,v5.7
drivers/gpu/drm/sun4i,320,0,v5.7
drivers/gpu/drm/tdfx,2,0,v5.7
drivers/gpu/drm/tegra,482,0,v5.7
drivers/gpu/drm/tidss,174,0,v5.7
drivers/gpu/drm/tilcdc,75,1,v5.7
drivers/gpu/drm/tiny,89,0,v5.7
drivers/gpu/drm/ttm,221,0,v5.7
drivers/gpu/drm/tve200,11,0,v5.7
drivers/gpu/drm/udl,53,0,v5.7
drivers/gpu/drm/v3d,84,0,v5.7
drivers/gpu/drm/vboxvideo,79,0,v5.7
drivers/gpu/drm/vc4,375,0,v5.7
drivers/gpu/drm/vgem,35,0,v5.7
drivers/gpu/drm/via,96,0,v5.7
drivers/gpu/drm/virtio,134,0,v5.7
drivers/gpu/drm/vkms,47,0,v5.7
drivers/gpu/drm/vmwgfx,892,0,v5.7
drivers/gpu/drm/xen,74,0,v5.7
drivers/gpu/drm/zte,114,0,v5.7
drivers/gpu/host1x/hw,51,0,v5.7
drivers/hid/intel-ish-hid/ipc,35,0,v5.7
drivers/hid/intel-ish-hid/ishtp,109,0,v5.7
drivers/iio/common/cros_ec_sensors,30,0,v5.7
drivers/iio/common/hid-sensors,31,0,v5.7
drivers/iio/common/ms_sensors,15,0,v5.7
drivers/iio/common/ssp_sensors,45,0,v5.7
drivers/iio/common/st_sensors,35,0,v5.7
drivers/iio/imu/bmi160,24,0,v5.7
drivers/iio/imu/inv_mpu6050,66,0,v5.7
drivers/iio/imu/st_lsm6dsx,74,0,v5.7
drivers/infiniband/hw/bnxt_re,304,0,v5.7
drivers/infiniband/hw/cxgb4,319,0,v5.7
drivers/infiniband/hw/efa,137,0,v5.7
drivers/infiniband/hw/hfi1,1694,2,v5.7
drivers/infiniband/hw/hns,468,0,v5.7
drivers/infiniband/hw/i40iw,522,0,v5.7
drivers/infiniband/hw/mlx4,397,0,v5.7
drivers/infiniband/hw/mlx5,771,0,v5.7
drivers/infiniband/hw/mthca,349,0,v5.7
drivers/infiniband/hw/ocrdma,263,0,v5.7
drivers/infiniband/hw/qedr,189,0,v5.7
drivers/infiniband/hw/qib,799,1,v5.7
drivers/infiniband/hw/usnic,155,0,v5.7
drivers/infiniband/hw/vmw_pvrdma,109,0,v5.7
drivers/infiniband/sw/rdmavt,156,0,v5.7
drivers/infiniband/sw/rxe,264,2,v5.7
drivers/infiniband/sw/siw,178,0,v5.7
drivers/infiniband/ulp/ipoib,240,0,v5.7
drivers/infiniband/ulp/iser,103,0,v5.7
drivers/infiniband/ulp/isert,90,0,v5.7
drivers/infiniband/ulp/opa_vnic,71,0,v5.7
drivers/infiniband/ulp/srp,115,0,v5.7
drivers/infiniband/ulp/srpt,116,0,v5.7
drivers/input/joystick/iforce,45,0,v5.7
drivers/isdn/hardware/mISDN,408,1,v5.7
drivers/media/common/b2c2,74,0,v5.7
drivers/media/common/saa7146,120,0,v5.7
drivers/media/common/siano,107,0,v5.7
drivers/media/common/v4l2-tpg,56,0,v5.7
drivers/media/common/videobuf2,189,0,v5.7
drivers/media/dvb-frontends/cxd2880,158,0,v5.7
drivers/media/dvb-frontends/drx39xyj,99,1,v5.7
drivers/media/i2c/adv748x,82,0,v5.7
drivers/media/i2c/cx25840,121,0,v5.7
drivers/media/i2c/et8ek8,44,0,v5.7
drivers/media/i2c/m5mols,48,0,v5.7
drivers/media/i2c/s5c73m3,82,0,v5.7
drivers/media/i2c/smiapp,83,0,v5.7
drivers/media/mmc/siano,6,0,v5.7
drivers/media/pci/b2c2,19,0,v5.7
drivers/media/pci/bt8xx,376,0,v5.7
drivers/media/pci/cobalt,124,0,v5.7
drivers/media/pci/cx18,281,0,v5.7
drivers/media/pci/cx23885,342,0,v5.7
drivers/media/pci/cx25821,108,0,v5.7
drivers/media/pci/cx88,282,0,v5.7
drivers/media/pci/ddbridge,202,5,v5.7
drivers/media/pci/dm1105,34,0,v5.7
drivers/media/pci/dt3155,21,0,v5.7
drivers/media/pci/intel,56,0,v5.7
drivers/media/pci/ivtv,318,0,v5.7
drivers/media/pci/mantis,86,0,v5.7
drivers/media/pci/meye,65,0,v5.7
drivers/media/pci/netup_unidvb,53,0,v5.7
drivers/media/pci/ngene,99,0,v5.7
drivers/media/pci/pluto2,32,0,v5.7
drivers/media/pci/pt1,62,0,v5.7
drivers/media/pci/pt3,41,0,v5.7
drivers/media/pci/saa7134,292,0,v5.7
drivers/media/pci/saa7146,45,0,v5.7
drivers/media/pci/saa7164,183,0,v5.7
drivers/media/pci/smipcie,54,0,v5.7
drivers/media/pci/solo6x10,191,0,v5.7
drivers/media/pci/sta2x11,36,0,v5.7
drivers/media/pci/ttpci,318,0,v5.7
drivers/media/pci/tw5864,62,0,v5.7
drivers/media/pci/tw68,38,0,v5.7
drivers/media/pci/tw686x,64,0,v5.7
drivers/media/platform/am437x,88,0,v5.7
drivers/media/platform/atmel,115,0,v5.7
drivers/media/platform/cadence,28,0,v5.7
drivers/media/platform/cec-gpio,16,0,v5.7
drivers/media/platform/coda,173,0,v5.7
drivers/media/platform/cros-ec-cec,11,0,v5.7
drivers/media/platform/davinci,393,0,v5.7
drivers/media/platform/exynos-gsc,82,0,v5.7
drivers/media/platform/exynos4-is,425,1,v5.7
drivers/media/platform/marvell-ccic,113,0,v5.7
drivers/media/platform/meson,30,0,v5.7
drivers/media/platform/mtk-jpeg,82,0,v5.7
drivers/media/platform/mtk-mdp,79,0,v5.7
drivers/media/platform/mtk-vcodec,229,0,v5.7
drivers/media/platform/mtk-vpu,24,0,v5.7
drivers/media/platform/omap,55,0,v5.7
drivers/media/platform/omap3isp,450,0,v5.7
drivers/media/platform/qcom,644,0,v5.7
drivers/media/platform/rcar-vin,124,0,v5.7
drivers/media/platform/rockchip,40,0,v5.7
drivers/media/platform/s3c-camif,97,0,v5.7
drivers/media/platform/s5p-cec,25,0,v5.7
drivers/media/platform/s5p-g2d,33,0,v5.7
drivers/media/platform/s5p-jpeg,169,1,v5.7
drivers/media/platform/s5p-mfc,287,0,v5.7
drivers/media/platform/seco-cec,15,0,v5.7
drivers/media/platform/sti,291,1,v5.7
drivers/media/platform/stm32,72,0,v5.7
drivers/media/platform/sunxi,157,0,v5.7
drivers/media/platform/tegra-cec,13,0,v5.7
drivers/media/platform/ti-vpe,174,0,v5.7
drivers/media/platform/vicodec,84,0,v5.7
drivers/media/platform/vimc,86,0,v5.7
drivers/media/platform/vivid,327,0,v5.7
drivers/media/platform/vsp1,269,0,v5.7
drivers/media/platform/xilinx,76,0,v5.7
drivers/media/radio/si470x,49,0,v5.7
drivers/media/radio/si4713,57,0,v5.7
drivers/media/radio/wl128x,121,0,v5.7
drivers/media/rc/img-ir,68,0,v5.7
drivers/media/rc/keymaps,258,0,v5.7
drivers/media/usb/airspy,32,0,v5.7
drivers/media/usb/as102,47,0,v5.7
drivers/media/usb/au0828,132,0,v5.7
drivers/media/usb/b2c2,17,0,v5.7
drivers/media/usb/cpia2,97,0,v5.7
drivers/media/usb/cx231xx,281,0,v5.7
drivers/media/usb/dvb-usb,650,0,v5.7
drivers/media/usb/dvb-usb-v2,431,0,v5.7
drivers/media/usb/em28xx,246,0,v5.7
drivers/media/usb/go7007,128,0,v5.7
drivers/media/usb/gspca,1322,4,v5.7
drivers/media/usb/hackrf,34,0,v5.7
drivers/media/usb/hdpvr,57,0,v5.7
drivers/media/usb/msi2500,28,0,v5.7
drivers/media/usb/pulse8-cec,16,0,v5.7
drivers/media/usb/pvrusb2,429,0,v5.7
drivers/media/usb/pwc,79,0,v5.7
drivers/media/usb/rainshadow-cec,11,0,v5.7
drivers/media/usb/s2255,59,0,v5.7
drivers/media/usb/siano,17,0,v5.7
drivers/media/usb/stk1160,61,0,v5.7
drivers/media/usb/stkwebcam,55,0,v5.7
drivers/media/usb/tm6000,151,0,v5.7
drivers/media/usb/ttusb-budget,40,0,v5.7
drivers/media/usb/ttusb-dec,56,1,v5.7
drivers/media/usb/usbtv,43,0,v5.7
drivers/media/usb/uvc,255,0,v5.7
drivers/media/usb/zr364xx,42,0,v5.7
drivers/misc/habanalabs/goya,155,0,v5.7
drivers/misc/mei/hdcp,16,0,v5.7
drivers/misc/mic/bus,55,0,v5.7
drivers/misc/mic/card,55,0,v5.7
drivers/misc/mic/cosm,52,0,v5.7
drivers/misc/mic/cosm_client,10,0,v5.7
drivers/misc/mic/host,121,0,v5.7
drivers/misc/mic/scif,267,0,v5.7
drivers/misc/mic/vop,68,0,v5.7
drivers/mtd/nand/onenand,144,0,v5.7
drivers/mtd/nand/raw,1909,7,v5.7
drivers/mtd/nand/spi,73,0,v5.7
drivers/mtd/spi-nor/controllers,120,0,v5.7
drivers/net/can/c_can,73,0,v5.7
drivers/net/can/cc770,44,0,v5.7
drivers/net/can/ifi_canfd,21,0,v5.7
drivers/net/can/m_can,108,0,v5.7
drivers/net/can/mscan,24,0,v5.7
drivers/net/can/peak_canfd,55,0,v5.7
drivers/net/can/rcar,58,0,v5.7
drivers/net/can/sja1000,133,0,v5.7
drivers/net/can/softing,43,0,v5.7
drivers/net/can/spi,59,0,v5.7
drivers/net/can/usb,330,0,v5.7
drivers/net/dsa/b53,158,0,v5.7
drivers/net/dsa/microchip,120,0,v5.7
drivers/net/dsa/mv88e6xxx,532,0,v5.7
drivers/net/dsa/ocelot,61,0,v5.7
drivers/net/dsa/qca,24,0,v5.7
drivers/net/dsa/sja1105,234,0,v5.7
drivers/net/ethernet/3com,221,0,v5.7
drivers/net/ethernet/8390,329,0,v5.7
drivers/net/ethernet/adaptec,34,0,v5.7
drivers/net/ethernet/aeroflex,43,0,v5.7
drivers/net/ethernet/agere,83,0,v5.7
drivers/net/ethernet/alacritech,59,0,v5.7
drivers/net/ethernet/allwinner,29,0,v5.7
drivers/net/ethernet/alteon,38,0,v5.7
drivers/net/ethernet/altera,92,0,v5.7
drivers/net/ethernet/amazon,278,0,v5.7
drivers/net/ethernet/amd,944,0,v5.7
drivers/net/ethernet/apm,285,0,v5.7
drivers/net/ethernet/apple,89,0,v5.7
drivers/net/ethernet/aquantia,727,0,v5.7
drivers/net/ethernet/arc,33,0,v5.7
drivers/net/ethernet/atheros,608,0,v5.7
drivers/net/ethernet/aurora,58,0,v5.7
drivers/net/ethernet/broadcom,3274,1,v5.7
drivers/net/ethernet/brocade,683,0,v5.7
drivers/net/ethernet/cadence,158,0,v5.7
drivers/net/ethernet/calxeda,57,0,v5.7
drivers/net/ethernet/cavium,756,0,v5.7
drivers/net/ethernet/chelsio,1992,1,v5.7
drivers/net/ethernet/cirrus,77,0,v5.7
drivers/net/ethernet/cisco,265,0,v5.7
drivers/net/ethernet/cortina,72,0,v5.7
drivers/net/ethernet/davicom,61,0,v5.7
drivers/net/ethernet/dec,376,0,v5.7
drivers/net/ethernet/dlink,88,0,v5.7
drivers/net/ethernet/emulex,418,1,v5.7
drivers/net/ethernet/ezchip,20,0,v5.7
drivers/net/ethernet/faraday,129,0,v5.7
drivers/net/ethernet/freescale,1217,16,v5.7
drivers/net/ethernet/fujitsu,21,0,v5.7
drivers/net/ethernet/google,112,0,v5.7
drivers/net/ethernet/hisilicon,1578,2,v5.7
