directory,non_static,tested,tag
drivers/iio/dac,4,0,v5.0
drivers/iio/dummy,11,0,v5.0
drivers/iio/gyro,15,0,v5.0
drivers/iio/humidity,4,0,v5.0
drivers/iio/imu,38,0,v5.0
drivers/iio/light,1,0,v5.0
drivers/iio/magnetometer,12,0,v5.0
drivers/iio/pressure,15,0,v5.0
drivers/iio/trigger,2,0,v5.0
drivers/infiniband/core,434,0,v5.0
drivers/infiniband/hw,1887,0,v5.0
drivers/infiniband/sw,187,0,v5.0
drivers/infiniband/ulp,144,0,v5.0
drivers/input/gameport,9,0,v5.0
drivers/input/joystick,11,0,v5.0
drivers/input/keyboard,3,0,v5.0
drivers/input/misc,11,0,v5.0
drivers/input/mouse,80,0,v5.0
drivers/input/rmi4,43,0,v5.0
drivers/input/serio,39,0,v5.0
drivers/input/touchscreen,24,0,v5.0
drivers/isdn/capi,37,0,v5.0
drivers/isdn/divert,10,0,v5.0
drivers/isdn/gigaset,81,0,v5.0
drivers/isdn/hardware,37,0,v5.0
drivers/isdn/hisax,178,0,v5.0
drivers/isdn/hysdn,28,0,v5.0
drivers/isdn/i4l,100,0,v5.0
drivers/isdn/mISDN,133,0,v5.0
drivers/leds/trigger,7,0,v5.0
drivers/macintosh/ams,8,0,v5.0
drivers/md/bcache,145,0,v5.0
drivers/md/persistent-data,110,0,v5.0
drivers/media/cec,41,0,v5.0
drivers/media/common,193,0,v5.0
drivers/media/dvb-core,67,0,v5.0
drivers/media/dvb-frontends,318,0,v5.0
drivers/media/firewire,33,0,v5.0
drivers/media/i2c,74,0,v5.0
drivers/media/pci,849,0,v5.0
drivers/media/platform,1098,0,v5.0
drivers/media/radio,71,0,v5.0
drivers/media/rc,58,0,v5.0
drivers/media/tuners,53,0,v5.0
drivers/media/usb,747,0,v5.0
drivers/media/v4l2-core,242,0,v5.0
drivers/memory/tegra,4,0,v5.0
drivers/memstick/core,14,0,v5.0
drivers/memstick/host,1,0,v5.0
drivers/message/fusion,60,0,v5.0
drivers/misc/altera-stapl,18,0,v5.0
drivers/misc/c2port,2,0,v5.0
drivers/misc/cardreader,66,0,v5.0
drivers/misc/cb710,5,0,v5.0
drivers/misc/cxl,187,0,v5.0
drivers/misc/echo,7,0,v5.0
drivers/misc/eeprom,6,0,v5.0
drivers/misc/genwqe,45,0,v5.0
drivers/misc/ibmasm,33,0,v5.0
drivers/misc/lis3lv02d,7,0,v5.0
drivers/misc/lkdtm,67,0,v5.0
drivers/misc/mei,111,0,v5.0
drivers/misc/mic,206,0,v5.0
drivers/misc/ocxl,44,0,v5.0
drivers/misc/sgi-gru,61,0,v5.0
drivers/misc/sgi-xp,43,0,v5.0
drivers/misc/ti-st,22,0,v5.0
drivers/misc/vmw_vmci,90,0,v5.0
drivers/mmc/core,208,17,v5.0
drivers/mmc/host,106,0,v5.0
drivers/mtd/chips,20,0,v5.0
drivers/mtd/devices,1,0,v5.0
drivers/mtd/lpddr,2,0,v5.0
drivers/mtd/maps,4,0,v5.0
drivers/mtd/nand,141,1,v5.0
drivers/mtd/spi-nor,4,0,v5.0
drivers/mtd/tests,5,5,v5.0
drivers/mtd/ubi,114,0,v5.0
drivers/net/appletalk,2,0,v5.0
drivers/net/arcnet,12,0,v5.0
drivers/net/bonding,67,0,v5.0
drivers/net/caif,7,0,v5.0
drivers/net/can,80,0,v5.0
drivers/net/dsa,245,0,v5.0
drivers/net/ethernet,7818,33,v5.0
drivers/net/fddi,144,1,v5.0
drivers/net/fjes,33,0,v5.0
drivers/net/hamradio,6,0,v5.0
drivers/net/hyperv,19,0,v5.0
drivers/net/ipvlan,16,0,v5.0
drivers/net/netdevsim,16,0,v5.0
drivers/net/phy,216,0,v5.0
drivers/net/ppp,15,0,v5.0
drivers/net/slip,6,0,v5.0
drivers/net/team,8,0,v5.0
drivers/net/usb,85,0,v5.0
drivers/net/vmxnet3,10,0,v5.0
drivers/net/wan,45,0,v5.0
drivers/net/wimax,58,0,v5.0
drivers/net/wireless,5961,1,v5.0
drivers/net/xen-netback,43,0,v5.0
drivers/nfc/fdp,3,0,v5.0
drivers/nfc/microread,2,0,v5.0
drivers/nfc/nfcmrvl,11,0,v5.0
drivers/nfc/nxp-nci,6,0,v5.0
drivers/nfc/pn533,6,0,v5.0
drivers/nfc/pn544,2,0,v5.0
drivers/nfc/s3fwrn5,11,0,v5.0
drivers/nfc/st-nci,18,0,v5.0
drivers/nfc/st21nfca,18,0,v5.0
drivers/nfc/st95hf,3,0,v5.0
drivers/ntb/hw,27,0,v5.0
drivers/nvme/host,75,0,v5.0
drivers/nvme/target,70,0,v5.0
drivers/pci/controller,43,0,v5.0
drivers/pci/endpoint,39,17,v5.0
drivers/pci/hotplug,168,0,v5.0
drivers/pci/pcie,49,0,v5.0
drivers/perf/hisilicon,17,0,v5.0
drivers/phy/allwinner,1,0,v5.0
drivers/phy/broadcom,10,0,v5.0
drivers/phy/qualcomm,10,0,v5.0
drivers/phy/tegra,14,0,v5.0
drivers/phy/ti,4,0,v5.0
drivers/pinctrl/actions,1,0,v5.0
drivers/pinctrl/aspeed,14,0,v5.0
drivers/pinctrl/berlin,2,0,v5.0
drivers/pinctrl/freescale,7,0,v5.0
drivers/pinctrl/intel,4,0,v5.0
drivers/pinctrl/mediatek,28,0,v5.0
drivers/pinctrl/meson,4,0,v5.0
drivers/pinctrl/mvebu,7,0,v5.0
drivers/pinctrl/nomadik,4,0,v5.0
drivers/pinctrl/pxa,2,0,v5.0
drivers/pinctrl/qcom,2,0,v5.0
drivers/pinctrl/samsung,6,0,v5.0
drivers/pinctrl/sh-pfc,9,0,v5.0
drivers/pinctrl/spear,3,0,v5.0
drivers/pinctrl/sprd,3,0,v5.0
drivers/pinctrl/stm32,2,0,v5.0
drivers/pinctrl/sunxi,1,0,v5.0
drivers/pinctrl/tegra,3,0,v5.0
drivers/pinctrl/uniphier,1,0,v5.0
drivers/pinctrl/vt8500,1,0,v5.0
drivers/pinctrl/zte,1,0,v5.0
drivers/platform/chrome,22,0,v5.0
drivers/platform/mips,1,0,v5.0
drivers/platform/olpc,2,0,v5.0
drivers/platform/x86,81,0,v5.0
drivers/pnp/isapnp,8,0,v5.0
drivers/pnp/pnpacpi,4,0,v5.0
drivers/pnp/pnpbios,18,0,v5.0
drivers/power/avs,9,0,v5.0
drivers/power/reset,4,0,v5.0
drivers/power/supply,46,3,v5.0
drivers/rapidio/devices,4,0,v5.0
drivers/reset/sti,1,0,v5.0
drivers/reset/tegra,1,0,v5.0
drivers/s390/block,110,0,v5.0
drivers/s390/char,157,0,v5.0
drivers/s390/cio,284,0,v5.0
drivers/s390/crypto,76,0,v5.0
drivers/s390/net,122,0,v5.0
drivers/s390/scsi,107,0,v5.0
drivers/sbus/char,9,0,v5.0
drivers/scsi/aacraid,57,0,v5.0
drivers/scsi/aic7xxx,220,1,v5.0
drivers/scsi/aic94xx,42,0,v5.0
drivers/scsi/arcmsr,7,0,v5.0
drivers/scsi/arm,33,0,v5.0
drivers/scsi/be2iscsi,87,0,v5.0
drivers/scsi/bfa,734,0,v5.0
drivers/scsi/bnx2fc,62,0,v5.0
drivers/scsi/bnx2i,36,0,v5.0
drivers/scsi/csiostor,116,0,v5.0
drivers/scsi/cxgbi,47,0,v5.0
drivers/scsi/cxlflash,25,0,v5.0
drivers/scsi/esas2r,113,0,v5.0
drivers/scsi/fcoe,34,0,v5.0
drivers/scsi/fnic,129,0,v5.0
drivers/scsi/hisi_sas,24,0,v5.0
drivers/scsi/ibmvscsi,4,0,v5.0
drivers/scsi/ibmvscsi_tgt,7,0,v5.0
drivers/scsi/isci,152,0,v5.0
drivers/scsi/libfc,82,0,v5.0
drivers/scsi/libsas,80,0,v5.0
drivers/scsi/lpfc,503,0,v5.0
drivers/scsi/megaraid,94,0,v5.0
drivers/scsi/mpt3sas,120,0,v5.0
drivers/scsi/mvsas,32,0,v5.0
drivers/scsi/osd,49,0,v5.0
drivers/scsi/pcmcia,1,0,v5.0
drivers/scsi/pm8001,60,0,v5.0
drivers/scsi/qedf,66,0,v5.0
drivers/scsi/qedi,49,0,v5.0
drivers/scsi/qla2xxx,553,0,v5.0
drivers/scsi/qla4xxx,186,0,v5.0
drivers/scsi/smartpqi,23,0,v5.0
drivers/scsi/snic,102,0,v5.0
drivers/scsi/sym53c8xx_2,17,0,v5.0
drivers/scsi/ufs,43,0,v5.0
drivers/sh/clk,26,0,v5.0
drivers/sh/intc,26,0,v5.0
drivers/sh/maple,4,0,v5.0
drivers/sh/superhyway,4,0,v5.0
drivers/soc/actions,1,0,v5.0
drivers/soc/amlogic,4,0,v5.0
drivers/soc/atmel,1,0,v5.0
drivers/soc/bcm,4,0,v5.0
drivers/soc/dove,2,0,v5.0
drivers/soc/fsl,177,14,v5.0
drivers/soc/mediatek,12,0,v5.0
drivers/soc/qcom,61,0,v5.0
drivers/soc/renesas,4,0,v5.0
drivers/soc/samsung,4,0,v5.0
drivers/soc/sunxi,2,0,v5.0
drivers/soc/tegra,38,0,v5.0
drivers/soc/ti,22,0,v5.0
drivers/soc/zte,1,0,v5.0
drivers/staging/android,25,0,v5.0
drivers/staging/board,6,0,v5.0
drivers/staging/comedi,191,33,v5.0
drivers/staging/erofs,28,0,v5.0
drivers/staging/fbtft,26,0,v5.0
drivers/staging/fsl-dpaa2,33,0,v5.0
drivers/staging/fwserial,7,0,v5.0
drivers/staging/gasket,52,0,v5.0
drivers/staging/gdm724x,15,0,v5.0
drivers/staging/greybus,200,2,v5.0
drivers/staging/gs_fpgaboot,9,0,v5.0
drivers/staging/iio,4,0,v5.0
drivers/staging/ks7010,15,0,v5.0
drivers/staging/media,238,0,v5.0
drivers/staging/most,36,0,v5.0
drivers/staging/mt7621-eth,24,0,v5.0
drivers/staging/mt7621-mmc,4,0,v5.0
drivers/staging/mt7621-pinctrl,1,0,v5.0
drivers/staging/netlogic,1,0,v5.0
drivers/staging/nvec,5,0,v5.0
drivers/staging/octeon,25,0,v5.0
drivers/staging/olpc_dcon,1,0,v5.0
drivers/staging/pi433,37,0,v5.0
drivers/staging/rtl8188eu,542,0,v5.0
drivers/staging/rtl8192e,206,0,v5.0
drivers/staging/rtl8192u,197,0,v5.0
drivers/staging/rtl8712,345,0,v5.0
drivers/staging/rtl8723bs,1186,0,v5.0
drivers/staging/rtlwifi,830,0,v5.0
drivers/staging/rts5208,98,0,v5.0
drivers/staging/sm750fb,57,0,v5.0
drivers/staging/speakup,79,0,v5.0
drivers/staging/unisys,1,0,v5.0
drivers/staging/vboxvideo,53,0,v5.0
drivers/staging/vc04_services,162,0,v5.0
drivers/staging/vt6655,79,0,v5.0
drivers/staging/vt6656,71,0,v5.0
drivers/staging/wilc1000,82,0,v5.0
drivers/staging/wlan-ng,66,0,v5.0
drivers/staging/xgifb,11,0,v5.0
drivers/target/iscsi,263,0,v5.0
drivers/target/tcm_fc,22,0,v5.0
drivers/tee/optee,27,0,v5.0
drivers/thermal/intel,11,0,v5.0
drivers/thermal/qcom,4,0,v5.0
drivers/thermal/st,2,0,v5.0
drivers/thermal/tegra,2,0,v5.0
drivers/thermal/ti-soc-thermal,11,0,v5.0
drivers/tty/hvc,28,0,v5.0
drivers/tty/ipwireless,28,0,v5.0
drivers/tty/serdev,23,0,v5.0
drivers/tty/serial,118,0,v5.0
drivers/tty/vt,104,0,v5.0
drivers/usb/atm,2,0,v5.0
drivers/usb/c67x00,29,0,v5.0
drivers/usb/chipidea,35,0,v5.0
drivers/usb/class,1,0,v5.0
drivers/usb/common,17,1,v5.0
drivers/usb/core,226,7,v5.0
drivers/usb/dwc2,88,0,v5.0
drivers/usb/dwc3,35,0,v5.0
drivers/usb/early,6,0,v5.0
drivers/usb/gadget,265,0,v5.0
drivers/usb/host,253,0,v5.0
drivers/usb/isp1760,9,0,v5.0
drivers/usb/misc,30,0,v5.0
drivers/usb/mon,11,0,v5.0
drivers/usb/mtu3,41,0,v5.0
drivers/usb/musb,57,0,v5.0
drivers/usb/phy,48,0,v5.0
drivers/usb/renesas_usbhs,67,0,v5.0
drivers/usb/roles,6,0,v5.0
drivers/usb/serial,48,0,v5.0
drivers/usb/storage,43,0,v5.0
drivers/usb/typec,63,0,v5.0
drivers/usb/usbip,46,0,v5.0
drivers/usb/wusbcore,66,0,v5.0
drivers/uwb/i1480,6,0,v5.0
drivers/vfio/mdev,18,0,v5.0
drivers/vfio/pci,15,0,v5.0
drivers/vfio/platform,7,0,v5.0
drivers/video/backlight,30,0,v5.0
drivers/video/console,12,0,v5.0
drivers/video/fbdev,850,0,v5.0
drivers/video/logo,1,0,v5.0
drivers/virt/vboxguest,18,0,v5.0
drivers/w1/slaves,4,0,v5.0
drivers/xen/events,46,0,v5.0
drivers/xen/xen-pciback,25,0,v5.0
drivers/xen/xenbus,60,0,v5.0
fs/btrfs/tests,15,14,v5.0
fs/nfs/blocklayout,11,0,v5.0
fs/nfs/filelayout,8,0,v5.0
fs/nfs/flexfilelayout,14,0,v5.0
fs/notify/dnotify,2,0,v5.0
fs/notify/fanotify,1,0,v5.0
fs/notify/inotify,2,0,v5.0
fs/ocfs2/cluster,55,0,v5.0
fs/ocfs2/dlm,112,0,v5.0
fs/ocfs2/dlmfs,9,0,v5.0
fs/xfs/libxfs,767,0,v5.0
fs/xfs/scrub,212,0,v5.0
kernel/debug/kdb,51,0,v5.0
lib/raid6/test,1,0,v5.0
net/bluetooth/bnep,7,0,v5.0
net/bluetooth/cmtp,9,0,v5.0
net/bluetooth/hidp,6,0,v5.0
net/bluetooth/rfcomm,20,0,v5.0
net/bridge/netfilter,3,0,v5.0
net/ceph/crush,19,0,v5.0
net/dccp/ccids,22,0,v5.0
net/ieee802154/6lowpan,9,0,v5.0
net/ipv4/bpfilter,2,0,v5.0
net/ipv4/netfilter,32,0,v5.0
net/ipv6/ila,13,0,v5.0
net/ipv6/netfilter,29,0,v5.0
net/netfilter/ipset,22,0,v5.0
net/netfilter/ipvs,98,0,v5.0
net/nfc/hci,39,0,v5.0
net/nfc/nci,49,0,v5.0
net/sunrpc/auth_gss,57,0,v5.0
net/sunrpc/xprtrdma,70,0,v5.0
samples/mic/mpssd,4,0,v5.0
scripts/dtc/libfdt,77,0,v5.0
scripts/kconfig/lxdialog,34,0,v5.0
scripts/selinux/genheaders,1,0,v5.0
scripts/selinux/mdp,1,0,v5.0
security/integrity/evm,17,0,v5.0
security/integrity/ima,69,0,v5.0
security/integrity/platform_certs,2,0,v5.0
security/keys/encrypted-keys,4,0,v5.0
security/selinux/ss,127,0,v5.0
sound/aoa/core,10,0,v5.0
sound/aoa/soundbus,19,0,v5.0
sound/core/oss,25,0,v5.0
sound/core/seq,181,0,v5.0
sound/drivers/mpu401,3,0,v5.0
sound/drivers/opl3,31,0,v5.0
sound/drivers/opl4,16,0,v5.0
sound/drivers/pcsp,7,0,v5.0
sound/drivers/vx,27,0,v5.0
sound/firewire/bebob,24,0,v5.0
sound/firewire/dice,26,0,v5.0
sound/firewire/digi00x,25,0,v5.0
sound/firewire/fireface,20,0,v5.0
sound/firewire/fireworks,27,0,v5.0
sound/firewire/motu,20,0,v5.0
sound/firewire/oxfw,21,0,v5.0
sound/firewire/tascam,21,0,v5.0
sound/hda/ext,37,0,v5.0
sound/i2c/other,28,0,v5.0
sound/isa/ad1816a,6,0,v5.0
sound/isa/cs423x,3,0,v5.0
sound/isa/es1688,5,0,v5.0
sound/isa/gus,52,0,v5.0
sound/isa/msnd,15,0,v5.0
sound/isa/opti9xx,2,0,v5.0
sound/isa/sb,36,0,v5.0
sound/isa/wavefront,16,0,v5.0
sound/isa/wss,20,0,v5.0
sound/oss/dmasound,2,0,v5.0
sound/pci/ac97,23,0,v5.0
sound/pci/asihpi,239,0,v5.0
sound/pci/aw2,15,0,v5.0
sound/pci/ca0106,9,0,v5.0
sound/pci/cs46xx,57,0,v5.0
sound/pci/cs5535audio,6,0,v5.0
sound/pci/ctxfi,42,0,v5.0
sound/pci/emu10k1,71,0,v5.0
sound/pci/hda,171,0,v5.0
sound/pci/ice1712,21,0,v5.0
sound/pci/lola,24,0,v5.0
sound/pci/lx6464es,32,0,v5.0
sound/pci/mixart,15,0,v5.0
sound/pci/oxygen,52,0,v5.0
sound/pci/pcxhr,31,0,v5.0
sound/pci/trident,12,0,v5.0
sound/pci/ymfpci,8,0,v5.0
sound/pcmcia/pdaudiocf,9,0,v5.0
sound/pcmcia/vx,3,0,v5.0
sound/soc/atmel,10,0,v5.0
sound/soc/bcm,3,0,v5.0
sound/soc/cirrus,1,0,v5.0
sound/soc/codecs,163,0,v5.0
sound/soc/dwc,3,0,v5.0
sound/soc/fsl,12,0,v5.0
sound/soc/generic,17,0,v5.0
sound/soc/intel,339,0,v5.0
sound/soc/mediatek,32,0,v5.0
sound/soc/meson,10,0,v5.0
sound/soc/mxs,3,0,v5.0
sound/soc/qcom,39,0,v5.0
sound/soc/rockchip,1,0,v5.0
sound/soc/samsung,11,0,v5.0
sound/soc/sh,79,0,v5.0
sound/soc/spear,1,0,v5.0
sound/soc/sti,10,0,v5.0
sound/soc/sunxi,1,0,v5.0
sound/soc/tegra,22,0,v5.0
sound/soc/ti,8,0,v5.0
sound/soc/uniphier,34,0,v5.0
sound/soc/ux500,9,0,v5.0
sound/synth/emux,52,0,v5.0
sound/usb/6fire,13,0,v5.0
sound/usb/caiaq,13,0,v5.0
sound/usb/hiface,2,0,v5.0
sound/usb/line6,37,0,v5.0
sound/usb/usx2y,9,0,v5.0
tools/bpf/bpftool,77,0,v5.0
tools/build/feature,56,0,v5.0
tools/build/tests,8,6,v5.0
tools/laptop/dslm,1,0,v5.0
tools/laptop/freefall,1,0,v5.0
tools/lib/api,32,4,v5.0
tools/lib/bpf,121,54,v5.0
tools/lib/lockdep,27,2,v5.0
tools/lib/subcmd,35,2,v5.0
tools/lib/symbol,3,0,v5.0
tools/lib/traceevent,165,0,v5.0
tools/objtool/arch,17,2,v5.0
tools/perf/arch,80,7,v5.0
tools/perf/bench,13,0,v5.0
tools/perf/examples,4,0,v5.0
tools/perf/jvmti,6,0,v5.0
tools/perf/pmu-events,13,1,v5.0
tools/perf/scripts,2,0,v5.0
tools/perf/tests,86,9,v5.0
tools/perf/trace,23,0,v5.0
tools/perf/ui,110,0,v5.0
tools/perf/util,1354,154,v5.0
tools/power/acpi,70,2,v5.0
tools/power/cpupower,122,0,v5.0
tools/power/x86,166,1,v5.0
tools/testing/nvdimm,27,5,v5.0
tools/testing/radix-tree,67,22,v5.0
tools/testing/scatterlist,1,0,v5.0
tools/testing/selftests,1160,224,v5.0
tools/testing/vsock,10,5,v5.0
tools/thermal/tmon,27,1,v5.0
tools/usb/ffs-aio-example,10,0,v5.0
tools/usb/usbip,61,0,v5.0
tools/virtio/ringtest,60,0,v5.0
tools/virtio/virtio-trace,6,0,v5.0
virt/kvm/arm,286,0,v5.0
arch/alpha/boot/tools,2,0,v5.0
arch/arm/boot/compressed,17,10,v5.0
arch/arm/kvm/hyp,11,0,v5.0
arch/arm/mach-imx/devices,29,0,v5.0
arch/arm/probes/kprobes,36,3,v5.0
arch/arm/probes/uprobes,18,0,v5.0
arch/arm64/kernel/probes,34,0,v5.0
arch/arm64/kernel/vdso,4,0,v5.0
arch/arm64/kvm/hyp,24,0,v5.0
arch/h8300/boot/compressed,3,2,v5.0
arch/ia64/hp/common,4,0,v5.0
arch/ia64/hp/sim,9,0,v5.0
arch/ia64/sn/kernel,93,0,v5.0
arch/ia64/sn/pci,34,0,v5.0
arch/ia64/uv/kernel,1,0,v5.0
arch/m68k/sun3/prom,13,0,v5.0
arch/m68k/tools/amiga,1,0,v5.0
arch/microblaze/kernel/cpu,7,0,v5.0
arch/mips/alchemy/common,38,0,v5.0
arch/mips/alchemy/devboards,21,0,v5.0
arch/mips/bcm63xx/boards,5,0,v5.0
arch/mips/boot/compressed,13,3,v5.0
arch/mips/boot/tools,3,1,v5.0
arch/mips/cavium-octeon/crypto,2,0,v5.0
arch/mips/cavium-octeon/executive,114,0,v5.0
arch/mips/dec/prom,8,0,v5.0
arch/mips/emma/common,3,0,v5.0
arch/mips/emma/markeins,11,0,v5.0
arch/mips/fw/arc,43,0,v5.0
arch/mips/fw/cfe,22,0,v5.0
arch/mips/fw/lib,4,0,v5.0
arch/mips/fw/sni,6,0,v5.0
arch/mips/lantiq/falcon,6,0,v5.0
arch/mips/lantiq/xway,32,0,v5.0
arch/mips/loongson32/common,15,0,v5.0
arch/mips/loongson64/common,43,0,v5.0
arch/mips/loongson64/fuloong-2e,6,0,v5.0
arch/mips/loongson64/lemote-2f,24,0,v5.0
arch/mips/loongson64/loongson-3,23,0,v5.0
arch/mips/netlogic/common,18,0,v5.0
arch/mips/netlogic/xlp,18,0,v5.0
arch/mips/netlogic/xlr,12,0,v5.0
arch/mips/pic32/common,1,0,v5.0
arch/mips/pic32/pic32mzda,20,0,v5.0
arch/mips/pnx833x/common,11,0,v5.0
arch/mips/pnx833x/stb22x,3,0,v5.0
arch/mips/sibyte/bcm1480,9,0,v5.0
arch/mips/sibyte/common,6,0,v5.0
arch/mips/sibyte/sb1250,10,0,v5.0
arch/mips/sibyte/swarm,12,0,v5.0
arch/mips/txx9/generic,81,0,v5.0
arch/mips/txx9/jmr3927,2,0,v5.0
arch/mips/txx9/rbtx4927,2,0,v5.0
arch/mips/txx9/rbtx4938,2,0,v5.0
arch/mips/txx9/rbtx4939,2,0,v5.0
arch/mips/vr41xx/common,35,0,v5.0
arch/nds32/kernel/vdso,7,0,v5.0
arch/nios2/boot/compressed,3,2,v5.0
arch/parisc/boot/compressed,12,10,v5.0
arch/powerpc/kernel/syscalls,4,0,v5.0
arch/powerpc/kernel/trace,2,0,v5.0
arch/powerpc/oprofile/cell,11,0,v5.0
arch/powerpc/platforms/44x,5,0,v5.0
arch/powerpc/platforms/4xx,7,0,v5.0
arch/powerpc/platforms/512x,13,0,v5.0
arch/powerpc/platforms/52xx,25,0,v5.0
arch/powerpc/platforms/82xx,3,0,v5.0
arch/powerpc/platforms/83xx,13,0,v5.0
arch/powerpc/platforms/85xx,29,0,v5.0
arch/powerpc/platforms/86xx,9,0,v5.0
arch/powerpc/platforms/8xx,8,0,v5.0
arch/powerpc/platforms/amigaone,4,0,v5.0
arch/powerpc/platforms/cell,113,0,v5.0
arch/powerpc/platforms/chrp,6,0,v5.0
arch/powerpc/platforms/embedded6xx,21,0,v5.0
arch/powerpc/platforms/maple,6,0,v5.0
arch/powerpc/platforms/pasemi,27,0,v5.0
arch/powerpc/platforms/powermac,78,0,v5.0
arch/powerpc/platforms/powernv,174,0,v5.0
arch/powerpc/platforms/ps3,108,0,v5.0
arch/powerpc/platforms/pseries,91,0,v5.0
arch/powerpc/sysdev/ge,2,0,v5.0
arch/powerpc/sysdev/xics,23,0,v5.0
arch/powerpc/sysdev/xive,28,0,v5.0
arch/riscv/kernel/vdso,5,0,v5.0
arch/s390/boot/compressed,2,0,v5.0
arch/sh/boards/mach-cayman,3,0,v5.0
arch/sh/boards/mach-dreamcast,2,0,v5.0
arch/sh/boards/mach-highlander,4,0,v5.0
arch/sh/boards/mach-kfr2r09,2,0,v5.0
arch/sh/boards/mach-landisk,1,0,v5.0
arch/sh/boards/mach-lboxre2,1,0,v5.0
arch/sh/boards/mach-microdev,3,0,v5.0
arch/sh/boards/mach-migor,1,0,v5.0
arch/sh/boards/mach-r2d,2,0,v5.0
arch/sh/boards/mach-sdk7780,1,0,v5.0
arch/sh/boards/mach-sdk7786,3,0,v5.0
arch/sh/boards/mach-se,8,0,v5.0
arch/sh/boards/mach-sh03,1,0,v5.0
arch/sh/boards/mach-sh7763rdp,1,0,v5.0
arch/sh/boards/mach-x3proto,4,0,v5.0
arch/sh/boot/compressed,6,2,v5.0
arch/sh/boot/romimage,1,0,v5.0
arch/sh/cchips/hd6446x,1,0,v5.0
arch/sh/drivers/dma,19,0,v5.0
arch/sh/drivers/pci,24,1,v5.0
arch/sh/drivers/superhyway,1,0,v5.0
arch/sh/kernel/cpu,165,0,v5.0
arch/sh/kernel/vsyscall,3,0,v5.0
arch/um/kernel/skas,13,0,v5.0
arch/um/os-Linux/drivers,2,0,v5.0
arch/um/os-Linux/skas,17,2,v5.0
arch/unicore32/boot/compressed,3,2,v5.0
arch/x86/boot/compressed,25,4,v5.0
arch/x86/boot/tools,1,0,v5.0
arch/x86/entry/vdso,10,0,v5.0
arch/x86/entry/vsyscall,8,0,v5.0
arch/x86/events/amd,4,0,v5.0
arch/x86/events/intel,91,0,v5.0
arch/x86/kernel/acpi,31,0,v5.0
arch/x86/kernel/apic,144,0,v5.0
arch/x86/kernel/cpu,233,1,v5.0
arch/x86/kernel/fpu,47,0,v5.0
arch/x86/kernel/kprobes,29,0,v5.0
arch/x86/kvm/vmx,51,0,v5.0
arch/x86/platform/ce4100,1,0,v5.0
arch/x86/platform/efi,44,0,v5.0
arch/x86/platform/intel,12,0,v5.0
arch/x86/platform/intel-mid,18,0,v5.0
arch/x86/platform/intel-quark,3,3,v5.0
arch/x86/platform/olpc,16,0,v5.0
arch/x86/platform/pvh,3,0,v5.0
arch/x86/platform/scx200,1,0,v5.0
arch/x86/platform/sfi,1,0,v5.0
arch/x86/platform/uv,18,0,v5.0
arch/x86/realmode/rm,1,0,v5.0
arch/x86/um/os-Linux,16,0,v5.0
arch/x86/um/vdso,5,0,v5.0
arch/xtensa/boot/lib,3,1,v5.0
arch/xtensa/platforms/iss,9,0,v5.0
arch/xtensa/platforms/xt2000,6,0,v5.0
arch/xtensa/platforms/xtfpga,10,0,v5.0
drivers/char/tpm/eventlog,5,0,v5.0
drivers/char/tpm/st33zp24,4,0,v5.0
drivers/crypto/cavium/cpt,20,0,v5.0
drivers/crypto/cavium/nitrox,43,0,v5.0
drivers/crypto/cavium/zip,26,0,v5.0
drivers/crypto/chelsio/chtls,19,0,v5.0
drivers/crypto/hisilicon/sec,8,0,v5.0
drivers/crypto/qat/qat_c3xxx,2,0,v5.0
drivers/crypto/qat/qat_c3xxxvf,2,0,v5.0
drivers/crypto/qat/qat_c62x,2,0,v5.0
drivers/crypto/qat/qat_c62xvf,2,0,v5.0
drivers/crypto/qat/qat_common,113,0,v5.0
drivers/crypto/qat/qat_dh895xcc,2,0,v5.0
drivers/crypto/qat/qat_dh895xccvf,2,0,v5.0
drivers/crypto/ux500/cryp,15,0,v5.0
drivers/crypto/ux500/hash,7,0,v5.0
drivers/firmware/efi/libstub,34,2,v5.0
drivers/gpu/drm/amd,2196,9,v5.0
drivers/gpu/drm/arc,3,0,v5.0
drivers/gpu/drm/arm,15,0,v5.0
drivers/gpu/drm/armada,24,0,v5.0
drivers/gpu/drm/ast,37,0,v5.0
drivers/gpu/drm/atmel-hlcdc,10,0,v5.0
drivers/gpu/drm/bochs,18,0,v5.0
drivers/gpu/drm/bridge,103,0,v5.0
drivers/gpu/drm/cirrus,21,0,v5.0
drivers/gpu/drm/etnaviv,73,0,v5.0
drivers/gpu/drm/exynos,47,0,v5.0
drivers/gpu/drm/fsl-dcu,10,0,v5.0
drivers/gpu/drm/gma500,182,0,v5.0
drivers/gpu/drm/hisilicon,19,0,v5.0
drivers/gpu/drm/i2c,11,0,v5.0
drivers/gpu/drm/i810,5,0,v5.0
drivers/gpu/drm/i915,1256,20,v5.0
drivers/gpu/drm/imx,10,0,v5.0
drivers/gpu/drm/lib,2,0,v5.0
drivers/gpu/drm/mediatek,37,0,v5.0
drivers/gpu/drm/meson,27,0,v5.0
drivers/gpu/drm/mga,26,0,v5.0
drivers/gpu/drm/mgag200,23,0,v5.0
drivers/gpu/drm/msm,516,0,v5.0
drivers/gpu/drm/mxsfb,6,0,v5.0
drivers/gpu/drm/nouveau,1938,0,v5.0
drivers/gpu/drm/omapdrm,209,0,v5.0
